avgwordsen|avgchrword|avgsylword|nounperc|verbperc|pronperc|adjperc|conjperc|entropy|surprisal
Obnazhiennoie solntsie - Aiziek Azimov.txt:9.1433|5.40017|2.38901|0.25064|0.18332|0.11718|0.08633|0.06617|9.53188|22.64131
On priblizhaietsia! - Aiziek Azimov.txt:11.06971|5.51401|2.43936|0.22606|0.19783|0.14224|0.08165|0.081|8.63851|22.35696
Oni nie prilietiat - Aiziek Azimov.txt:8.4|5.66667|2.4537|0.30952|0.14583|0.05357|0.13393|0.0625|7.18962|17.01517
Oskolok Vsieliennoi [Pieschinka v niebie] - Aiziek Azimov.txt:9.41076|5.2389|2.28841|0.24151|0.18856|0.11228|0.08584|0.07924|9.85948|24.92754
Osnovaniie i Impieriia [Akadiemiia i Impieriia] - Aiziek Azimov.txt:8.78475|5.43877|2.38244|0.28086|0.18873|0.10197|0.09823|0.06829|10.06954|25.63134
Osnovaniie i Ziemlia - Aiziek Azimov.txt:10.11842|5.2724|2.32358|0.23051|0.19403|0.12211|0.08759|0.08824|9.48307|21.14227
Osnovaniie [Akadiemiia] - Aiziek Azimov.txt:10.10178|5.57722|2.46426|0.27702|0.16202|0.09505|0.10489|0.07219|10.22097|25.88354
Ostriak - Aiziek Azimov.txt:8.43816|5.55205|2.40922|0.25665|0.19578|0.10907|0.09913|0.06708|8.97445|23.49906
Pamiati ottsa - Aiziek Azimov.txt:11.59732|5.30845|2.33812|0.21354|0.18056|0.11169|0.08681|0.08507|8.53439|22.03289
Pashtiet iz ghusinoi piechienki - Aiziek Azimov.txt:10.79559|5.49378|2.50389|0.26545|0.17728|0.11101|0.10581|0.07351|8.9224|23.1499
Pauza - Aiziek Azimov.txt:6.23507|5.25773|2.30614|0.24815|0.19654|0.13103|0.07138|0.06459|8.60164|22.35792
Pierst obiez_iany - Aiziek Azimov.txt:8.36885|5.49461|2.38396|0.29318|0.19066|0.10578|0.0826|0.06693|8.82017|22.90143
Piervyi Zakon - Aiziek Azimov.txt:11.8625|5.06955|2.21806|0.2392|0.20864|0.10221|0.0843|0.08325|8.01278|20.08655
Pishitie moie imia chieriez bukvu _S_ - Aiziek Azimov.txt:9.31939|5.36781|2.36267|0.21767|0.19563|0.12668|0.07854|0.06956|8.91599|23.04699
Poiushchii kolokol_chik - Aiziek Azimov.txt:11.2044|5.59121|2.42895|0.28658|0.16791|0.08474|0.10789|0.06414|9.16377|23.60003
Pokupaiem Iupitier - Aiziek Azimov.txt:13.53261|5.90602|2.5574|0.27952|0.15582|0.08916|0.11888|0.07149|8.33009|20.5574
Posliednii otviet - Aiziek Azimov.txt:9.17874|5.13158|2.25136|0.19842|0.21263|0.14263|0.07579|0.08474|8.12442|21.0711
Posliednii vopros [Posliedniaia probliema] - Aiziek Azimov.txt:10.496|5.55285|2.41249|0.27464|0.16946|0.07774|0.1062|0.0747|8.84602|23.03225
Postoiannaia dolzhnost_ - Aiziek Azimov.txt:9.71763|5.28707|2.30758|0.23371|0.19609|0.12404|0.07565|0.07717|9.48897|23.71105
Prieliudiia k Akadiemii - Aiziek Azimov.txt:9.49865|5.21211|2.27684|0.22045|0.19256|0.11597|0.07782|0.08508|9.82479|22.8889
Prieliudiia k Osnovaniiu [Prieliudiia k Akadiemii] - Aiziek Azimov.txt:8.64618|5.46887|2.40698|0.23658|0.19301|0.12131|0.09177|0.0735|9.92886|23.69962
Prikol - Aiziek Azimov.txt:8.68649|5.40116|2.34448|0.25368|0.20266|0.10828|0.0838|0.06887|9.28881|24.15845
Profiessiia - Aiziek Azimov.txt:9.51354|5.31594|2.31629|0.23349|0.19178|0.11721|0.08174|0.08092|9.34796|24.05323
Pustiak - Aiziek Azimov.txt:7.62162|4.87116|2.19136|0.22104|0.2104|0.12884|0.06028|0.08156|7.72127|19.60071
Put_ marsian - Aiziek Azimov.txt:8.9095|5.28082|2.29183|0.26108|0.18399|0.09769|0.08703|0.07471|9.47149|24.81801
Rab korriektury - Aiziek Azimov.txt:10.4867|5.61274|2.45451|0.27715|0.1754|0.09714|0.09113|0.07244|9.3615|23.96682
Razrieshimoie protivoriechiie - Aiziek Azimov.txt:11.06461|5.56948|2.48898|0.27273|0.15236|0.0933|0.11175|0.08042|9.28921|23.65671
Risk (pier. M.Nakhmanson) - Aiziek Azimov.txt:7.98757|5.45749|2.3637|0.27557|0.19055|0.10497|0.08728|0.06281|9.07071|23.49635
Robbi - Aiziek Azimov.txt:9.40123|5.28775|2.34531|0.25312|0.19091|0.10883|0.08995|0.07305|9.02885|23.749
Robot EL-76 popadaiet nie tuda - Aiziek Azimov.txt:10.85146|5.3339|2.31612|0.26228|0.17575|0.08751|0.09509|0.07309|9.06449|23.18606
Robot, kotoryi vidiel sny [Sny robotov] - Aiziek Azimov.txt:8.90256|5.14516|2.23686|0.25576|0.20046|0.12327|0.08756|0.08007|7.99484|20.08208
Roboty i impieriia - Aiziek Azimov.txt:10.01585|5.18319|2.30309|0.23227|0.18781|0.12648|0.08011|0.09062|9.40279|21.20835
Roboty utrienniei zari - Aiziek Azimov.txt:9.71022|5.1028|2.25554|0.22595|0.19211|0.13444|0.07642|0.09168|9.26537|20.74901
Rozhdiestvo biez Rodni - Aiziek Azimov.txt:12.56345|5.1802|2.28541|0.22263|0.1996|0.12646|0.0796|0.09535|8.3344|21.89978
S-shliuz - Aiziek Azimov.txt:10.3802|5.36579|2.32806|0.24245|0.19796|0.10563|0.0884|0.07293|9.40239|24.23799
Salli - Aiziek Azimov.txt:9.03021|5.08275|2.2205|0.22764|0.19982|0.13908|0.06637|0.07412|8.72357|23.12855
Shtrieikbriekhier - Aiziek Azimov.txt:8.36382|5.61992|2.46582|0.2541|0.20181|0.1072|0.09389|0.06156|9.0531|23.39186
Siekrietnaia missiia - Aiziek Azimov.txt:12.2912|5.36051|2.36402|0.26097|0.18549|0.0944|0.08742|0.07585|9.23199|24.16206
Sierdobol_nyie stierviatniki - Aiziek Azimov.txt:10.49084|5.3939|2.36234|0.24481|0.1755|0.09765|0.11279|0.06775|8.96985|23.11635
Sila privychki - Aiziek Azimov.txt:9.32733|5.49195|2.40691|0.27946|0.18641|0.08564|0.1027|0.06954|8.79728|22.51681
Sobieriemsia vmiestie [Davaitie obiedinimsia] - Aiziek Azimov.txt:8.46906|5.61301|2.45784|0.26467|0.17653|0.10841|0.09333|0.07542|8.84394|22.92154
Sovriemiennyi volshiebnik - Aiziek Azimov.txt:9.79825|5.64526|2.46351|0.26589|0.1786|0.10251|0.10855|0.06468|9.12339|23.41104
Stal_nyie pieshchiery - Aiziek Azimov.txt:8.81994|5.27935|2.33385|0.25212|0.18287|0.11835|0.08261|0.07079|9.70492|23.69713
Storonnik sieghrieghatsii - Aiziek Azimov.txt:8.13433|5.52599|2.44303|0.23976|0.17737|0.11865|0.11193|0.07156|8.19598|21.04981
Strannik v raiu - Aiziek Azimov.txt:11.11328|5.51775|2.43028|0.25729|0.18735|0.09713|0.09127|0.07581|9.1407|23.81359
Svietovirshi - Aiziek Azimov.txt:12.24786|5.71947|2.48293|0.2589|0.1605|0.10816|0.12421|0.06281|8.28934|20.56362
Takoi priekrasnyi dien_ - Aiziek Azimov.txt:10.58044|5.35182|2.35472|0.27117|0.18575|0.09899|0.08095|0.07484|9.05039|23.39593
Tiotimolin i kosmichieskii viek - Aiziek Azimov.txt:17.41549|5.87101|2.62958|0.2689|0.1577|0.07198|0.13304|0.08006|8.66725|21.47435
Tochka zrieniia - Aiziek Azimov.txt:11.14286|5.01816|2.17798|0.23504|0.18056|0.10043|0.08013|0.10043|7.69436|19.99768
Tri Zakona robotiekhniki - Aiziek Azimov.txt:9.14601|5.35994|2.34983|0.24285|0.18821|0.11575|0.09121|0.07407|9.97083|23.95014
Tri-chietyrie - Aiziek Azimov.txt:11.97468|5.18975|2.28674|0.21089|0.20349|0.11945|0.08192|0.08087|8.25933|20.46304
Trinadtsatyi dien_ rozhdiestva - Aiziek Azimov.txt:11.35556|4.91292|2.11955|0.22407|0.19374|0.12524|0.06849|0.08219|7.87138|19.82071
Tsiena riska [Risk] - Aiziek Azimov.txt:8.83354|5.44956|2.35006|0.28266|0.18787|0.0962|0.08416|0.07127|9.32773|24.2829
Tupik - Aiziek Azimov.txt:9.93362|5.70439|2.55663|0.28153|0.16494|0.09811|0.10408|0.07195|9.43269|23.75487
Ubiistvo v Ei-Bi-Ei - Aiziek Azimov.txt:9.35745|4.87777|2.15759|0.20514|0.21059|0.15733|0.06378|0.08717|9.06075|21.48604
Uliki - Aiziek Azimov.txt:9.19629|5.37972|2.36457|0.24171|0.18344|0.12244|0.09403|0.07701|9.03727|23.40645
Urodlivyi mal_chughan [Biezobraznyi malysh] - Aiziek Azimov.txt:11.84367|5.31188|2.34791|0.24296|0.18139|0.12634|0.08219|0.07083|9.25907|23.38176
V chietviertom pokolienii - Aiziek Azimov.txt:9.56015|5.34133|2.34118|0.28824|0.18168|0.09044|0.10185|0.07078|8.81857|22.64559
V lieto 2430 ot R. X. - Aiziek Azimov.txt:11.24074|5.89415|2.55556|0.27883|0.18451|0.07702|0.09514|0.07496|8.9278|22.96443
V plienu u Viesty - Aiziek Azimov.txt:10.29825|5.32633|2.30445|0.26254|0.18228|0.09086|0.09275|0.07836|9.13357|23.50238
Viera - Aiziek Azimov.txt:8.87805|5.32143|2.32583|0.23323|0.21703|0.13045|0.06432|0.06546|9.20821|23.67652
Voz_mitie spichku - Aiziek Azimov.txt:9.09381|5.36868|2.33447|0.22241|0.18671|0.12049|0.0949|0.08418|8.79792|23.0514
Vsie ghriekhi mira - Aiziek Azimov.txt:10.36232|5.5027|2.39693|0.26953|0.18322|0.0961|0.08991|0.07353|9.07453|23.70887
Vtoraia Akadiemiia - Aiziek Azimov.txt:10.36936|5.36544|2.3727|0.24254|0.17347|0.1112|0.10149|0.07489|9.89653|24.15981
Vtoroi Fond [Vtoraia Akadiemiia] - Aiziek Azimov.txt:8.7066|5.42955|2.37721|0.27536|0.18975|0.10685|0.09849|0.06852|9.8764|24.97896
Vybory [Naznachaiet Mul_tivak] - Aiziek Azimov.txt:9.94188|5.35215|2.33014|0.25942|0.18988|0.10099|0.08164|0.08305|9.04064|24.04897
Vykhod iz polozhieniia - Aiziek Azimov.txt:8.25963|5.26726|2.27267|0.23086|0.19341|0.11912|0.09174|0.07715|9.10153|23.8422
Vyviedieniie Chielovieka - Aiziek Azimov.txt:8.98996|5.46049|2.39386|0.24695|0.19765|0.1151|0.08933|0.06708|9.331|24.00376
Zaminka na prazdnovanii Triekhsotlietiia - Aiziek Azimov.txt:10.49655|5.60337|2.44886|0.25055|0.17433|0.10907|0.10228|0.08432|8.91004|23.02338
Zatieriannyie u Viesty - Aiziek Azimov.txt:10.40678|5.38364|2.33491|0.25968|0.19092|0.09591|0.09645|0.0684|9.21706|24.03254
Zdies_ niet nikogho, kromie - Aiziek Azimov.txt:10.66022|4.81161|2.15765|0.20342|0.20187|0.16921|0.06608|0.07593|8.42745|21.81586
Zhienskaia intuitsiia - Aiziek Azimov.txt:10.57607|5.3926|2.3785|0.23436|0.18142|0.1088|0.08561|0.08645|9.01638|23.54133
Zielienyie piatna - Aiziek Azimov.txt:9.33832|5.65292|2.44866|0.26861|0.18114|0.08227|0.11229|0.06385|9.23595|23.98884
Zierkal_noie otrazhieniie - Aiziek Azimov.txt:10.19149|5.3948|2.37794|0.24983|0.17606|0.09812|0.08049|0.09023|8.6876|21.15141
Zviezdy kak pyl_ - Aiziek Azimov.txt:7.89107|5.2374|2.28584|0.23857|0.19494|0.13746|0.07841|0.06473|9.44834|23.24726
_.Vstav_tie shplint A v ghniezdo B_. - Aiziek Azimov.txt:16.08333|5.74266|2.51366|0.28497|0.15199|0.07945|0.09499|0.07599|7.83489|19.0969
___.Iako pomnishi iegho__ - Aiziek Azimov.txt:10.4891|5.64018|2.47581|0.26507|0.15711|0.0891|0.10989|0.07871|9.20456|23.86276
451 ghradus po Farienghieitu - Rei Dughlas Bredbieri.txt:9.31324|5.07252|2.20381|0.24794|0.19014|0.11199|0.08945|0.07658|9.79126|24.63148
Dalieko za polnoch_ - Rei Dughlas Bredbieri.txt:9.455|5.05593|2.21336|0.24914|0.1873|0.11092|0.09079|0.07627|10.13357|25.3742
Davaitie vsie ub_iom Konstantsiiu - Rei Dughlas Bredbieri.txt:6.44802|5.16527|2.23838|0.27226|0.19807|0.11656|0.08921|0.06293|10.05375|26.18776
I kamni zaghovorili - Rei Bredbieri.txt:8.13753|4.9884|2.18898|0.23117|0.20009|0.13563|0.07734|0.0719|9.03304|23.32596
I vriemieni pobiegh - Rei Bredbieri.txt:6.85119|5.37706|2.30931|0.34318|0.19114|0.06864|0.10426|0.06082|8.35952|20.60999
Iz prakha vosstavshiie - Rei Dughlas Bredbieri.txt:10.64103|5.259|2.30885|0.2747|0.16332|0.0784|0.11577|0.08686|10.14839|26.48866
Kanun vsiekh sviatykh - Rei Dughlas Bredbieri.txt:8.64262|5.29449|2.26931|0.31196|0.17306|0.06485|0.11454|0.07435|10.0737|26.47334
Kladbische dlya bezumtcev - Rei Dughlas Bredbieri.txt:8.25364|5.16839|2.24858|0.27981|0.18079|0.10623|0.08884|0.07174|10.24266|24.96361
Konviektor Toinbi - Rei Dughlas Bredbieri.txt:8.7462|5.15854|2.254|0.265|0.19577|0.09672|0.0859|0.07099|10.3412|26.38649
Koshkina pizhama - Rei Dughlas Bredbieri.txt:8.77633|5.06338|2.22515|0.24754|0.18976|0.11977|0.08427|0.07438|9.92948|25.10888
Krichashchaia zhienshchina - Rei Bredbieri.txt:6.29457|4.7851|2.0943|0.20197|0.24353|0.16841|0.05265|0.07482|8.30573|21.71417
Lieto, proshchai - Rei Dughlas Bredbieri.txt:7.92138|5.22349|2.25|0.2789|0.19289|0.08032|0.09015|0.07453|10.13388|26.90227
Malchik nevidimka - Rei Dughlas Bredbieri.txt:9.08333|4.89433|2.12566|0.2263|0.20693|0.12402|0.07713|0.07713|8.69587|23.09252
Marsianskiie khroniki - Rei Dughlas Bredbieri.txt:7.98487|5.20846|2.27151|0.27154|0.1936|0.10039|0.09585|0.06588|10.21528|26.17579
Miekhanizmy radosti - Rei Dughlas Bredbieri.txt:9.22733|5.1863|2.26734|0.26823|0.18062|0.09908|0.09176|0.07742|10.34848|26.56669
Nadvighaietsia bieda - Rei Briedbieri.txt:8.14859|5.19659|2.23486|0.27657|0.18948|0.08414|0.08988|0.07041|10.13485|26.08321
Oghniennyi stolp - Rei Bredbieri.txt:7.61452|5.01406|2.18097|0.23749|0.2022|0.11688|0.08641|0.07884|9.05295|23.6608
R -- znachit rakieta - Rei Dughlas Bredbieri.txt:7.89982|5.124|2.22606|0.25346|0.20698|0.10254|0.089|0.06823|9.745|25.74029
Sbornik 12. Na pososhok - Rei Dughlas Bredbieri.txt:7.92208|5.03525|2.21149|0.2404|0.19268|0.126|0.07955|0.06784|9.93096|24.53619
Sbornik 2 ChIeLOVIeK V KARTINKAKh - Rei Dughlas Bredbieri.txt:7.82098|5.0546|2.20731|0.25913|0.19695|0.11242|0.08354|0.07233|10.11882|25.79224
Sbornik 4 LIeKARSTVO OT MIeLANKhOLII - Rei Dughlas Bredbieri.txt:8.85573|5.08217|2.22082|0.26224|0.1926|0.09587|0.08931|0.07783|10.07997|25.78077
Sbornik 6 ELIeKTRIChIeSKOIe TIeLO POIu! - Rei Dughlas Bredbieri.txt:9.28088|5.08611|2.22463|0.2525|0.18876|0.10489|0.08889|0.0846|10.22912|26.09063
Tiemnyi karnaval - Rei Dughlas Bredbieri.txt:8.89022|5.12989|2.2466|0.26173|0.19039|0.1012|0.08935|0.07413|10.20029|25.5782
V mghnovieniie oka - Rei Dughlas Bredbieri.txt:8.58839|5.20871|2.27687|0.26639|0.18712|0.09379|0.09048|0.0739|10.43979|26.79553
Vino iz oduvanchikov - Rei Dughlas Bredbieri.txt:10.33261|4.99448|2.1829|0.25667|0.18242|0.09307|0.08475|0.08818|10.0005|25.03631
Vospominaniie ob ubiistvie - Rei Dughlas Bredbieri.txt:8.17082|5.17676|2.25752|0.25783|0.19984|0.11127|0.08366|0.06964|10.19936|25.93684
Vozhdieniie vsliepuiu - Rei Dughlas Bredbieri.txt:8.56051|5.20093|2.26885|0.26721|0.19198|0.09248|0.0867|0.06927|10.39958|26.62567
Zielienyie tieni, Bielyi Kit - Rei Dughlas Bredbieri.txt:8.63067|5.15096|2.25|0.26667|0.19136|0.10465|0.08559|0.07887|10.26523|26.25738
Zolotyie iabloki Solntsa - Rei Dughlas Bredbieri.txt:9.23619|5.13|2.25198|0.27214|0.19083|0.09759|0.0891|0.07668|10.19725|26.3583
Bibliotieka XXI vieka (sbornik) - Stanislav Liem.txt:20.34941|5.95686|2.66853|0.30216|0.12989|0.0632|0.13362|0.08144|10.7983|27.40801
Bol_nitsa prieobrazhieniia. Vysokii zamok. Rasskazy - Stanislav Liem.txt:11.89174|5.52416|2.43229|0.2671|0.17092|0.09152|0.11159|0.07213|10.77069|26.76668
Futurologhichieskii konghriess. Osmotr na miestie. Mir na ziemlie - Stanislav Liem.txt:13.53731|5.59824|2.48126|0.26428|0.16327|0.08942|0.11325|0.0819|10.84846|27.20758
Maghiellanovo Oblako. Chieloviek s Marsa. Astronavty - Stanislav Liem.txt:12.45092|5.56185|2.44976|0.26766|0.1782|0.09111|0.11914|0.07058|10.49786|25.04774
Prikliuchieniia Iiona Tikhogho - Stanislav Liem.txt:10.73601|5.56171|2.46084|0.27147|0.16545|0.09815|0.10557|0.07657|10.75575|26.79064
Rasskazy o pilotie Pirksie. Fiasko - Stanislav Liem.txt:12.86746|5.67365|2.48143|0.28469|0.16739|0.07417|0.11801|0.07451|10.76992|26.843
Rassliedovaniie. Rukopis_, naidiennaia v vannie. Nasmork - Stanislav Liem.txt:10.71705|5.41344|2.38812|0.25702|0.18074|0.10556|0.09926|0.06826|10.52291|25.77444
Skazki robotov. Kibieriada - Stanislav Liem.txt:15.29637|5.46404|2.39342|0.25937|0.17149|0.0845|0.10335|0.09726|10.77706|27.55857
Soliaris. Ediem. Niepobiedimyi - Stanislav Liem.txt:10.30123|5.55961|2.43761|0.25338|0.18781|0.09393|0.11277|0.06726|10.43422|25.31506
Vozvrashchieniie so zviezd. Glas Gospoda. Poviesti - Stanislav Liem.txt:12.42197|5.35831|2.37679|0.23303|0.17413|0.11362|0.10599|0.07661|10.35849|25.3005
Britva Darvina - Den Simmons.txt:11.08998|5.52671|2.41494|0.31377|0.17459|0.06312|0.09856|0.07367|10.49075|25.09062
Chiernyie kholmy - Den Simmons.txt:17.71007|5.29177|2.35285|0.30773|0.1445|0.06991|0.1131|0.08574|10.29164|23.60321
Chto takoie kibierpankovskoie dvizhieniie - Den Simmons.txt:15.77165|6.29656|2.77954|0.35547|0.11633|0.03794|0.15277|0.0639|8.69679|21.59819
Dieti Nochi - Den Simmons.txt:11.10063|5.43244|2.39818|0.30044|0.17674|0.08009|0.09551|0.07503|10.39062|25.02423
Drud, ili Chieloviek v chiernom - Den Simmons.txt:14.85325|5.5317|2.4184|0.28839|0.14668|0.08068|0.12312|0.07429|10.64984|24.05727
Dvulikii diemon Mara. Smiert_ v liubvi - Den Simmons.txt:13.43293|5.40903|2.38822|0.2973|0.16188|0.07088|0.11638|0.07781|10.70391|26.55548
Endimion - Den Simmons.txt:10.43679|5.54605|2.43488|0.29731|0.18931|0.0795|0.08332|0.06805|10.53969|24.68849
Fazy ghravitatsii - Den Simmons.txt:9.20665|5.5427|2.42149|0.32666|0.17797|0.05122|0.10379|0.06557|10.80379|28.01752
Fleshbek - Den Simmons.txt:11.77339|5.38358|2.37132|0.3007|0.1627|0.07017|0.10489|0.07823|10.50082|24.99174
Fotoghrafiia klassa za etot ghod - Den Simmons.txt:14.60109|5.63423|2.4482|0.32772|0.16542|0.05801|0.11677|0.07335|9.55071|24.2195
Gipierion - Den Simmons.txt:10.5257|5.44904|2.39325|0.2883|0.16875|0.0855|0.10544|0.07354|10.64815|25.90974
Ilion - Den Simmons.txt:10.11929|5.6333|2.48659|0.30658|0.16646|0.05724|0.12036|0.0686|11.05711|28.16736
Kolokol po Khemu - Den Simmons.txt:11.89832|5.3919|2.39078|0.30404|0.173|0.09298|0.09494|0.07351|10.43376|24.18891
Kostry Ediema - Den Simmons.txt:9.35359|5.21556|2.31113|0.29007|0.18717|0.09328|0.08571|0.07171|10.17428|25.00188
Kruchie niekuda - Den Simmons.txt:9.11071|5.24511|2.30033|0.29944|0.18174|0.08835|0.08747|0.06677|10.08977|23.52587
Lieto nochi - Den Simmons.txt:12.26747|5.22892|2.27644|0.28841|0.18011|0.07407|0.0929|0.0796|10.31383|23.33622
Liutaia zima [Otmorozhiennyi] - Den Simmons.txt:11.48092|5.39282|2.35975|0.29201|0.1752|0.08394|0.09465|0.07457|10.1749|24.219
Mierzost_ - Den Simmons.txt:14.8177|5.36006|2.34885|0.29309|0.15261|0.07907|0.11097|0.08346|10.18958|22.04546
Molitvy razbitomu kamniu - Den Simmons.txt:10.22018|5.41198|2.38123|0.28708|0.17523|0.07414|0.10676|0.07288|10.74213|26.86812
Nieghlubokaia moghila - Den Simmons.txt:10.2478|5.42107|2.35063|0.31069|0.18144|0.08052|0.09938|0.06148|10.19367|24.99331
Olimp - Den Simmons.txt:12.10132|5.62357|2.47351|0.30899|0.16159|0.05287|0.12426|0.07249|11.05673|27.35338
Padieniie Gipieriona - Den Simmons.txt:10.83817|5.61601|2.46273|0.31838|0.16596|0.07023|0.11121|0.07107|10.78201|26.56679
Piatoie sierdtsie - Den Simmons.txt:12.99159|5.4771|2.35122|0.31692|0.16071|0.06482|0.10683|0.07695|10.53532|25.01638
Piesn_ Kali - Den Simmons.txt:10.52398|5.38974|2.38509|0.28173|0.17236|0.09583|0.10492|0.06931|10.3529|25.78614
Polyi chieloviek - Den Simmons.txt:12.78884|5.50667|2.43109|0.31925|0.16413|0.0632|0.10629|0.08119|10.39523|25.85932
Siroty Spirali - Den Simmons.txt:11.90699|5.6785|2.50697|0.34156|0.14828|0.05643|0.1291|0.06774|9.84242|24.64619
Tiemnaia ighra smierti. Tom 1 - Den Simmons.txt:11.7704|5.3141|2.33854|0.28359|0.17907|0.09132|0.09575|0.07195|10.38016|24.52547
Tiemnaia ighra smierti. Tom 2 - Den Simmons.txt:10.88354|5.41699|2.38564|0.29533|0.18322|0.08637|0.09547|0.0746|10.39899|24.52498
Tierror - Den Simmons.txt:16.28103|5.57536|2.42424|0.32049|0.14335|0.05475|0.12654|0.07832|10.57579|23.499
V poiskakh Kielli Dieil - Den Simmons.txt:15.12532|5.31206|2.34821|0.26114|0.16514|0.0932|0.11046|0.08006|9.7803|24.99546
Voskhod Endimiona - Den Simmons.txt:11.42275|5.52516|2.4388|0.30086|0.16291|0.08088|0.10924|0.07504|10.71342|25.13357
Voskhozhdieniie - Den Simmons.txt:13.04294|5.47641|2.40153|0.27661|0.16665|0.0744|0.10996|0.07557|9.77681|25.42808
Zimniie prizraki - Den Simmons.txt:12.23494|5.29932|2.31952|0.29315|0.16973|0.07452|0.10469|0.07319|10.26019|24.65756
Biednyie zlyie liudi - Arkadii Strughatskii _ Boris Strughatskii.txt:12.22936|4.81995|2.08366|0.24081|0.22956|0.09302|0.08102|0.09077|8.08626|20.98772
Bielyi konus Alaida - Arkadii Strughatskii _ Boris Strughatskii.txt:8.32113|5.69746|2.46906|0.28954|0.19976|0.06779|0.12717|0.07199|9.20862|23.33725
Biez oruzhiia - Arkadii Strughatskii _ Boris Strughatskii.txt:5.29839|4.97362|2.22725|0.28792|0.17859|0.11949|0.08383|0.06389|9.36127|24.12874
Blaghoustroiennaia planieta - Arkadii i Boris Strughatskiie.txt:7.39574|5.3256|2.33312|0.29028|0.20343|0.07625|0.08974|0.06836|9.2073|23.81954
Chastnyie priedpolozhieniia - Arkadii Strughatskii _ Boris Strughatskii.txt:7.64974|5.13481|2.25548|0.22485|0.20851|0.13413|0.08528|0.07438|8.85746|22.94424
ChIeLOVIeK IZ PASIFIDY - Arkadii Strughatskii _ Boris Strughatskii.txt:9.02319|5.73133|2.52328|0.32189|0.18022|0.06169|0.11733|0.06441|9.69511|24.36784
Chriezvychainoie proisshiestviie - Arkadii Strughatskii _ Boris Strughatskii.txt:6.91|5.4848|2.35963|0.32103|0.20839|0.08201|0.08707|0.06512|8.78662|22.14487
Daliokaia Radugha - Arkadii Strughatskii _ Boris Strughatskii.txt:7.9629|5.36733|2.32975|0.26048|0.19719|0.10335|0.09453|0.07239|9.87341|25.16977
Dielo ob ubiistvie, ili Otiel_ __U poghibshi - Arkadii Strughatskii _ Boris Strughatskii.txt:8.8209|5.02479|2.2155|0.22797|0.20231|0.13539|0.07532|0.07653|9.68099|23.43101
Dni Krakiena - Arkadii Strughatskii _ Boris Strughatskii.txt:9.27365|5.43369|2.38505|0.27095|0.18373|0.08731|0.10996|0.07111|10.55319|27.01796
Dni zatmieniia - Paviel Kadochnikov _ Arkadii Strughatskii _ Boris Strughatskii.txt:8.84361|5.22676|2.29755|0.23839|0.18252|0.10353|0.09925|0.08003|9.67025|24.95409
Dolzhien zhit_ - Arkadii Strughatskii _ Boris Strughatskii.txt:7.35251|5.33193|2.3218|0.26572|0.20459|0.09916|0.09028|0.06877|9.87833|25.10599
Ekspieditsiia v prieispodniuiu - Arkadii NatStrughatskii _ Boris Natanovich Strughatskii.txt:11.76767|5.57633|2.44164|0.28424|0.16126|0.07288|0.13091|0.07674|10.45439|25.84685
Gadkiie liebiedi - Arkadii Strughatskii _ Boris Strughatskii.txt:9.52656|5.15787|2.2503|0.24197|0.20601|0.11147|0.08174|0.08551|9.88511|24.39874
Glubokii poisk - Arkadii Strughatskii _ Boris Strughatskii.txt:7.05757|5.5691|2.37226|0.28408|0.20555|0.07993|0.09275|0.06945|8.87246|22.91906
God tridtsat_ sied_moi - Arkadii Strughatskii _ Boris Strughatskii.txt:7.38863|5.1068|2.1839|0.25241|0.22803|0.08788|0.08275|0.08852|8.75625|22.47354
Grad obriechiennyi - Arkadii Strughatskii _ Boris Strughatskii.txt:10.05449|5.23925|2.28734|0.25313|0.19344|0.09555|0.09112|0.07469|10.29527|25.19777
Ispytaniie __SKIBR__ - Arkadii Strughatskii _ Boris Strughatskii.txt:7.67791|5.58665|2.4402|0.28267|0.19526|0.08346|0.11114|0.06831|9.1338|23.74656
Izvnie - Arkadii Strughatskii _ Boris Strughatskii.txt:11.73365|5.42537|2.38264|0.25893|0.18061|0.08795|0.11489|0.08343|9.86163|25.64123
K voprosu o tsiklotatsii - Arkadii Strughatskii _ Boris Strughatskii.txt:8.76171|5.2192|2.32366|0.21269|0.17271|0.13738|0.09089|0.08066|8.83117|22.98179
Khishchnyie vieshchi vieka - Arkadii Strughatskii _ Boris Strughatskii.txt:8.94527|5.0331|2.22261|0.22237|0.1986|0.13491|0.08802|0.08043|9.86218|24.55259
Khromaia sud_ba - Arkadii i Boris Strughatskiie.txt:11.27682|5.17766|2.27706|0.23971|0.18659|0.10792|0.08989|0.08818|10.19382|24.77983
Malysh - Arkadii Strughatskii _ Boris Strughatskii.txt:9.79274|5.28153|2.32214|0.22925|0.19334|0.11634|0.087|0.08103|9.79853|24.51901
Mir inoi - Grighorii Nikitich Griebniev _ Arkadii Natanovich Strughatskii.txt:11.39689|5.43256|2.38603|0.27682|0.17317|0.0832|0.10885|0.07981|9.79485|25.05328
Mobi Dik - Arkadii Strughatskii _ Boris Strughatskii.txt:10.6073|5.45822|2.39814|0.30407|0.15901|0.06373|0.1226|0.08072|9.34744|24.131
O stranstvuiushchikh i putieshiestvuiushchik - Arkadii Strughatskii _ Boris Strughatskii.txt:8.9705|5.11904|2.2656|0.21934|0.19138|0.12595|0.09142|0.09207|8.7166|22.59517
